throttle,Efd
0.75,0.0
0.744264277661715,3.48965356555727
0.746795594652177,6.02402378012692
0.756290609594661,5.89348531937457
0.771797818139357,5.7825800384576
0.792132292516717,4.04536529795157
0.814870775657611,-5.31536229172436
0.836966771524155,-5.25201454065923
0.855339775160518,-5.19378181926205
0.867325783867261,-5.14214745582472
0.871089238148375,-5.09266375179179
0.866091509240612,-5.04267877560711
0.852903994777137,-4.98775725976067
0.833139292091805,-4.9247316546782
0.808966181077724,5.07683528153632
0.782685800018528,5.00460530280312
0.756399863808715,4.92872033962573
0.731780798522379,4.85055251232383
0.710012409875132,4.76985872723018
0.691815246743748,4.68579595435928
0.677534649611371,4.59719380445912
0.667221142921431,4.50343547149551
0.660690604223884,4.40411587093619
0.657557435549332,4.29918950657542
0.657252771250521,4.18829739955606
0.659035807471613,4.07058803774152
0.661979701134879,3.94520873692392
0.66490750002181,3.81283325989882
0.666269751072151,3.67809449229419
0.66404937868309,3.55236234006976
0.655886631922081,3.4525719063743
0.639602189783022,3.39181877083049
0.6140270873004,3.37168749361212
0.57969714756591,3.3831494878826
0.538944200790985,3.41200262772168
0.495299378746344,3.44435639980605
0.452542623889223,3.46989508721639
0.413852647418727,3.48268873034284
0.381357992778202,3.4805233047296
0.356145595388718,3.46395788508828
0.33858140352298,3.43578582802546
0.32870416237391,3.40069120778754
0.326478933769463,3.36446784853745
0.331802456804391,3.33272809409419
0.344281007481933,3.30978154707104
0.362908489213803,3.29818310848438
0.385824669591955,3.29880998885546
0.410310545530706,3.31112959340984
0.433086131538667,3.33347966394245
0.450852473972423,3.36333686060027
0.460917577841029,3.39761222714234
0.461709851808372,3.43300028470642
0.45302633467989,3.46636091612981
0.435962157575259,3.49507021574391
0.412575067093484,3.51726646668406
0.385410705273042,3.53193846769183
0.357031096871168,3.53885126221986
0.329657244150988,3.53837939448557
0.304978845353048,3.53137686806139
0.284124080263386,3.51916974062636
0.267738823909574,3.50361714694895
0.25610781253173,3.48708660804529
0.249260779503129,3.47222847397015
0.24703556990015,3.46156818984043
0.249102827718988,3.45704645829966
0.254978284195422,3.45965142702301
0.264050654893604,3.46922869977025
0.275637149642132,3.48449577702936
0.28905493505586,3.50325523764871
0.303679891639146,3.5227836603273
0.318963714855352,3.54035907074695
0.334397473985775,3.55385287152575
0.34943493912442,3.56226819255894
0.363410364061927,3.56603384187362
0.375494989360974,3.56684360512721
0.384729856368565,3.56698565878093
0.390147875469331,3.56843768362975
0.390960459353667,3.57220163018127
0.386750071768199,3.57814933769414
0.377600748110434,3.58528026376341
0.364121219466401,3.59213146244648
0.347355947392185,3.59715503852947
0.328616353996829,3.59900293921151
0.309284118522862,3.59671941702936
0.290637723474901,3.58985224692146
0.273736066461832,3.57849639905579
0.259367315582753,3.56328107676033
0.248048389669136,3.54529751081487
0.240048920263874,3.52595946021653
0.235415216185258,3.50680699212978
0.233980838555253,3.48929320013178
0.235364637597851,3.47460573050901
0.238968578143555,3.46355777151083
0.243992751636284,3.45654962735257
0.249482565204578,3.45357678246678
0.254414267694807,3.45425557262114
0.257812168758503,3.45785408974815
0.258877729592982,3.46333939261601
0.257101890559713,3.4694647744293
0.252332125150783,3.47491121359821
0.244776555515996,3.47846924251187
0.234945758179477,3.47921948953216
0.22355100797044,3.47666125708434
0.211387801553491,3.47075457220897
0.19923215279442,3.46187188413939
